	N	Time(s)	Average_OB	Max_OB	Min_OB
	1000	0.000100	10968	13316	9749
	2000	0.000232	24829	28934	22823
	3000	0.000311	39726	45414	36119
	4000	0.000415	54909	65872	50627
	5000	0.000526	70805	82488	64998
	6000	0.000682	87670	101700	80896
	7000	0.000763	103755	123624	96351
	8000	0.000895	120873	136149	112022
	9000	0.001025	137809	161801	125527
	10000	0.001138	154663	179160	144208
